strain	Size_Factor	umap_1	umap_2	louvain_component	Cluster	strain.sys
1355	KIN2	0.99388837425834	14.1772417303675	14.4222272768795	1	1	YLR096W
1356	YAP6	0.995834809693582	13.9102167141996	14.5524537998078	1	5	YDR259C
1357	SSM4	0.990978044488182	13.9816011608878	14.5328233103287	1	3	YIL030C
1358	BIK1	0.994302906197017	13.8997904769651	14.4940215531393	1	3	YCL029C
1359	SRB2	0.995362903092112	14.2733728986674	13.9388665260759	1	16	YHR041C
1360	ULA1	0.997696617501204	13.9615262036906	14.4906853690455	1	3	YPL003W
1361	YMR258C	0.992280449333576	14.170905959325	14.6503219847912	1	2	YMR258C
1362	PSR2	1.00050941034461	14.2358096336287	14.425881730619	1	1	YLR019W
1363	YPL260W	0.997689445668355	14.0704493796328	14.4255209726168	1	3	YPL260W
1364	SAT4	1.00064424080218	14.1632448473663	14.3369059407907	1	4	YCR008W
1365	MDY2	1.00205709187345	14.3836277013824	14.7753621149818	1	11	YOL111C
1366	PUF2	0.992773871433592	14.2129364799485	14.66342771899	1	2	YPR042C
1367	PPQ1	0.99522233516827	13.9185351235149	14.5164794420894	1	3	YPL179W
1368	SNF3	0.997312207260493	14.0717596277706	14.4325895954082	1	3	YDL194W
1369	LYS14	0.993825262129268	13.8671211921	14.5681099524197	1	5	YDR034C
1370	RGM1	1.00141879874988	14.0794754222854	14.5217049307345	1	1	YMR182C
1371	YPT31	0.993945748921133	14.3619082699966	14.1360122517886	1	8	YER031C
1372	NGG1	1.00712470896461	14.2523540907641	13.9804480695062	1	25	YDR176W
1373	IES1	0.997316510360202	13.9181378759992	14.0150451833884	1	33	YFL013C
1374	IES3	1.00074177772892	13.9241429556539	14.0083986205681	1	33	YLR052W
1375	MCM22	0.99850846897972	14.1509009662192	14.6744047327478	1	2	YJR135C
1376	APN1	0.9942039349037	14.0028386990156	14.5949735571004	1	2	YKL114C
1377	MRK1	0.993881202425491	14.101143734221	14.5592041529535	1	1	YDL079C
1378	PLM2	0.998759483129438	13.832018704144	14.5640004967869	1	5	YDR501W
1379	GRX2	0.997544574644803	14.1040024983319	14.3221738789031	1	4	YDR513W
1380	SPO22	0.994285693798179	13.8882456623815	14.5988463687225	1	5	YIL073C
1381	SRN2	0.996372697157263	14.5378685027153	14.3044196826918	1	36	YLR119W
1382	MSN5	1.0135693179628	14.1327425824514	14.6363606914771	1	1	YDR335W
1383	RPN14	0.993412164557161	13.9736155839265	14.5155523519436	1	3	YGL004C
1384	HHO1	0.996430071820055	13.9039057556126	14.5069442605719	1	3	YPL127C
1385	MRN1	1.00317159469819	14.2354778148722	14.2019011843288	1	4	YPL184C
1386	MLH3	0.998564409275943	13.8190084756617	14.5786347775348	1	5	YPL164C
1387	TAX4	0.995704282335728	14.1854501746863	14.6187728287002	1	2	YJL083W
1388	REG1	1.07822482546386	14.1476428291404	14.2666603589178	1	6	YDR028C
1389	SSN3	1.03212284954338	14.0442359483595	14.1856790719153	1	34	YPL042C
1390	SRO9	1.002201962897	14.3008495850952	14.4249896819902	1	1	YCL037C
1391	GCN2	0.995539330180199	14.3625759619	14.1395901685667	1	8	YDR283C
1392	ACE2	0.996897675321816	14.373392475581	14.2438245221777	1	32	YLR131C
1393	MET32	0.996104470608707	14.2588947119496	14.6749458697511	1	21	YDR253C
1394	RIC1	1.00622966422504	14.4217169615174	14.2454554834554	1	10	YLR039C
1395	SAC3	0.99803512801168	14.1021619188652	14.094030497621	1	17	YDR159W
1396	ADD66	1.002325318422	14.1686800886571	14.2001741071074	1	4	YKL206C
1397	ERI1	1.00031003339141	14.0374589805197	14.382886347825	1	3	YPL096C-A
1398	YKL027W	0.99247839192021	14.3456163227771	14.5083707854198	1	1	YKL027W
1399	NCE102	0.99843101318495	15.0294951109016	7.12409413334675	1	13	YPR149W
1400	THI2	1.00562866463229	14.2030144247763	14.4927519083767	1	1	YBR240C
1401	SGT2	0.999939966816397	13.8793626378327	14.4650480106017	1	3	YOR007C
1402	ATG5	0.993076522779824	13.9646444746437	14.4896496791571	1	3	YPL149W
1403	PSK1	0.993423639489719	14.3724090583687	14.5096283911252	1	1	YAL017W
1404	TAD1	0.990176233575654	13.9799327585559	14.5717439273506	1	2	YGL243W
1405	LOS1	0.998284707794829	13.8781482961962	14.5056526476328	1	3	YKL205W
1406	ARG80	1.00030142719199	14.1073030306816	14.5861686623093	1	1	YMR042W
1407	YIL001W	0.996804441494778	13.9787074742025	14.5659181406996	1	2	YIL001W
1408	MCK1	0.999511091212022	14.1128849798819	14.3219477225248	1	4	YNL307C
1409	YPR013C	0.993584288545539	14.2206050284039	14.6981333834864	1	7	YPR013C
1410	CAC2	1.02975901343632	14.2112201179017	14.1029453832657	1	22	YML102W
1411	SIN3	1.01882627144118	14.7612090655507	14.4213192175457	1	29	YOL004W
1412	LSM12	1.00734416704979	15.0279650336134	7.12574567686145	1	13	YHR121W
1413	RIM1	1.00338388095053	14.0366727936918	14.2468459325032	1	6	YCR028C-A
1414	ASI3	0.99318553463913	14.1977234349722	14.7082376276554	1	7	YNL008C
1415	YDR049W	0.998225898765466	14.2663727040566	14.5817913686828	1	23	YDR049W
1416	HRQ1	0.99693927195234	13.8380956561427	14.5588165449577	1	5	YDR291W
1417	MMS1	1.00354309563978	13.9694606870587	14.7970988602695	1	2	YPR164W
1418	RTG1	0.996584983409596	14.2508663984039	14.5349763984834	1	1	YOL067C
1419	RCE1	0.993535520082165	14.2927561530752	14.4006153902673	1	50	YMR274C
1420	CWC27	0.998020784345982	14.347638946441	14.4266962080031	1	1	YPL064C
1421	HAT2	1.00072026223038	14.305622181785	14.4714605254622	1	1	YEL056W
1422	INP52	1.00004037247628	14.231223663011	14.1979601410398	1	4	YNL106C
1423	PCL2	0.992441098389395	14.2623660561803	14.6792714492145	1	21	YDL127W
1424	PHD1	0.997114264673858	14.1816151661175	14.5062665981778	1	1	YKL043W
1425	PCL9	0.994182419405153	14.0443117684333	14.5983588075922	1	2	YDL179W
1426	IRC20	0.995833375327012	14.0801531312222	14.3220436419546	1	4	YLR247C
1427	YBR285W	1.00006762544111	14.2335295975463	14.2037907164224	1	4	YBR285W
1428	TPP1	0.992462613887942	14.0404907535555	14.6536777788957	1	2	YMR156C
1429	YLR143W	0.991960585588506	14.0970869391206	14.6031952816163	1	1	YLR143W
1430	CLB6	0.99858592477449	13.8702195737859	14.5596616784978	1	5	YGR109C
1431	UBX6	0.996679651603204	14.291732874586	14.4081059592588	1	50	YJL048C
1432	GAL3	0.992291924266134	13.8581711149673	14.5672128151172	1	5	YDR009W
1433	IES6	1.00599012500788	13.9162941523114	14.017239231746	1	33	YEL044W
1434	RTF1	1.013131836159	14.3095204781467	13.8603067651062	1	30	YGL244W
1435	SMI1	1.00199684847751	14.4013635080373	14.288624481038	1	10	YGR229C
1436	NAB6	0.991217583705341	14.2885485025895	14.5953978614663	1	23	YML117W
1437	PYC1	0.997508715480558	14.1221279918919	14.7168307426055	1	2	YGL062W
1438	STB5	1.01751382602979	14.308001922774	14.1745814193577	1	8	YHR178W
1439	VHS1	0.999363351455331	14.2126752406819	14.3564689743154	1	4	YDR247W
1440	HXK2	1.02654029485365	14.135806812104	14.2722982162999	1	6	YGL253W
1441	UBC5	1.00096123581411	14.0413316837037	14.5155729962375	1	3	YDR059C
1442	GLK1	0.995916568588061	14.3624012714568	14.1482618373306	1	8	YCL040W
1443	HHF2	0.995481955517407	14.1670423321383	14.7282843954623	1	7	YNL030W
1444	KIP3	0.993640228841762	14.0549804154844	14.5671385535789	1	1	YGL216W
1445	TOS3	0.999011931645726	14.2468294046566	14.3584147921041	1	20	YGL179C
1446	SPT2	1.00635301975005	14.3094642958798	14.5650042066369	1	9	YER161C
1447	OTU1	0.994852268593257	14.047770383546	14.4391975484342	1	3	YFL044C
1448	ECM5	0.995966771418005	14.0164186546763	14.4025538025879	1	3	YMR176W
1449	SER2	1.00287037771853	14.3018019944953	14.1817956692326	1	8	YGR208W
1450	STB3	0.994681578971449	14.0530961207427	14.6033722681683	1	2	YDR169C
1451	KAP120	1.00819474642569	14.0176679602585	14.0081315815581	1	14	YPL125W
1452	MER1	0.995312700262168	14.2902459475954	14.6328258008828	1	12	YNL210W
1453	YHR127W	0.998699239733506	14.0267615183369	14.5744988856218	1	2	YHR127W
1454	ADA2	0.999179752534394	14.2519251114378	13.9794022539846	1	25	YDR448W
1455	SSN8	1.02328141400703	14.0418459883286	14.1833017511491	1	34	YNL025C
1456	TOM1	1.00269968809672	13.9792074932747	13.9563051624636	1	43	YDR457W
1457	GPA2	0.997005252814552	14.0649663182552	14.1986804469328	1	6	YER020W
1458	PYC2	0.999508222478882	14.2140266765649	14.4743292962637	1	1	YBR218C
1459	UBP6	0.99545757128572	14.1498211227782	14.3733795677259	1	4	YFR010W
1460	DUF1	0.995354296892693	14.1787768549581	14.6095564132844	1	2	YOL087C
1461	PPT1	1.00078624309259	14.0380989314915	14.3925757823484	1	3	YGR123C
1462	PCL1	0.9942799563319	14.1554144232373	14.7166698081297	1	37	YNL289W
1463	PDR8	0.994733216167962	13.898715091285	14.5012065534835	1	3	YLR266C
1464	SRV2	1.02675258110598	14.4226986204482	14.2790426533453	1	10	YNL138W
1465	PCL10	0.99561391724183	13.9761726838095	14.6414277279262	1	2	YGL134W
1466	SWC3	0.995097545276696	13.9179178425778	14.1186345346851	1	24	YAL011W
1467	RAD59	0.996609367641283	13.8182771339663	14.5487039024087	1	5	YDL059C
1468	YPR106W	0.998284707794829	13.9917272749764	14.4576568155461	1	3	YPR106W
1469	NDT80	0.993232868735934	14.2487583429425	14.6791740611025	1	21	YHR124W
1470	UME1	0.994219712935968	14.7611873042309	14.4215288460775	1	29	YPL139C
1471	YFL052W	0.9977253048326	14.0000474865303	14.5134222662487	1	3	YFL052W
1472	STE14	0.998869929355314	14.2891862002783	14.5152526580252	1	1	YDR410C
1473	TMA64	0.993066482213835	14.2206003120722	14.5960501632347	1	1	YDR117C
1474	THI3	0.995671291904622	14.2205512043029	14.6997006122295	1	7	YDL080C
1475	SPT3	1.00558993673491	14.2690330254093	13.9523951114726	1	16	YDR392W
1476	IKI1	0.996444415485754	14.1035099209278	7.08183513955046	1	19	YHR187W
1477	YNK1	0.998575884208502	14.3630171871401	14.4304360935402	1	1	YKL067W
1478	STE20	0.991728218204196	14.2173595716379	14.8633657199141	1	27	YHL007C
1479	REC102	0.99748863434858	13.8671617670324	14.5023724803205	1	3	YLR329W
1480	BTT1	1.00020675899838	14.3723171312722	14.4330011987757	1	1	YDR252W
1481	REC104	0.993793706064732	13.9078042381453	14.6018462452704	1	2	YHR157W
1482	THO1	1.00004324120942	14.0571821408096	14.5515384177485	1	1	YER063W
1483	YKL107W	0.994814975062442	14.3013317679525	14.6403442127797	1	12	YKL107W
1484	UBA3	0.995781738130498	14.259867124388	14.6157246718095	1	1	YPR066W
